inputs,response
"조건에 맞추어서 입력 가사를 출력 가사로 재작성하라.
단, 상위 > 중위 > 하위 순으로 중요도가 존재한다.

[상위 조건]
-- 입력되는 상황에 어울리도록 작성하라
-- 입력 가사와 출력 가사의 리듬 및 음절 수를 일치하라

[중위 조건]
-- 입력 가사의 리듬과 Rhyme을 유지하라
-- 입력 가사의 단어의 음절과 강세, 발음을 고려하라
-- 입력 가사와 동일한 단어를 사용할 수는 있지만 남발해서는 안된다.

[하위 조건]
-- 발음하기 쉽고, 노래부르기에 적합하도록 작성하라


입력 가사: 나에게 곧 올거라고 믿고 있었죠
눈물겨운 기다림을 아는지
나처럼 그대도 많이 힘들 거라고
눈물겨운 착각 속에 난 살고 있었죠 오늘까지

내것이었던 그대가 스쳐가요
이름 조차도 부를수가 없었죠
멈춰있던 나를 그대가 보네요
이미 누군가의 그대가 된 듯

괜찮아요 난 그냥 지나치세요
괜찮아요 난 그대 행복 봤으니
잠시 스쳐갔던 그대 모습으로
다시 한동안은 견딜 수 있겠죠

얼마나 스치는 우연 바랬었는데
모른채로 살아가야 하는지
나처럼 아프게 살길 바랬었나봐
그런 못된 욕심부린 나 이런 아픔만 남았네요

내것이었던 그대가 스쳐가요
이름 조차도 부를수가 없었죠
멈춰있던 나를 그대가 보네요
이미 누군가의 그대가 된 듯

괜찮아요 난 그냥 지나치세요
괜찮아요 난 그대 행복 봤으니
잠시 스쳐갔던 그대 모습으로
다시 한동안은 견딜 수 있겠죠

하늘 마저 내게 말해 주나봐
그댄 이미 행복해져 있다고

너무 익숙한 그 향기가 익숙한 그 표정이
익숙한 그 모든게 멀어져

괜찮아요 난 다시 그댈 보내도
괜찮아요 난 눈물로 또 살아도
나를 잊기위해 누굴 만났다고
그렇게라도 나 살아갈 수 있죠
 

상황 : 코인으로 돈을 잃은 형을 놀리는 상황

출력 가사: ","나에게 곧 올거라고 믿고 있었죠
눈물겨운 기다림을 아는지
나처럼 그대도 많이 힘들 거라고
눈물겨운 착각 속에 난 살고 있었죠 오늘까지

코인이 오를 거라고 믿고 있었죠
눈물겨운 기다림을 아는지
조정 뒤에 반등이 꼭 생길 거라고
눈물겨운 버팀 속에 나 살고 있었죠 오늘까지

고점이었던 양봉이 내려가요
매도 버튼도 누를새가 없었죠
반 토막 난 나락 차트가 보여요
이미 큰손들은 털고 나간 듯

괜찮아요 난 먼저 도망치세요
괜찮아요 난 구조대 곧 올테니
개미털기 위해 흔드는 거라고
조정 끝나면 곧 올라갈 거라고

어제의 고점이 오늘 저점이라고
계속해서 추매하다 물렸죠
내가 팔면 올라가고 사면 내려가
내 방안에 CCTV가 설치된 건지 의심돼요

팔천이었던 비트가 내려가요
이천 찍었던 리플도 내려가요
듣도 보도 못한 도지가 올라요
머스크형이 또 글 싸지른 듯

안 괜찮아요 난 팔천 찍고 빠질걸
안 괜찮아요 난 풀 매수로 땡겼죠
평단 맞출 시드머니가 없네요
다음 월급까지 버텨야 하네요

차라리 지금 손절을 치라고
바닥 아직 한참 남아있다고

너무 익숙한 그 조정이 익숙한 그 차트가
내가 산 코인은 다 떨어져

괜찮아요 난 고점에서 물려도
괜찮아요 난 월급으로 물 타도
다시 전 고점을 뚫어줄 거라고
그렇게 믿고 나 살아갈 수 있죠
"
"조건에 맞추어서 입력 가사를 출력 가사로 재작성하라.
단, 상위 > 중위 > 하위 순으로 중요도가 존재한다.

[상위 조건]
-- 입력되는 상황에 어울리도록 작성하라
-- 입력 가사와 출력 가사의 리듬 및 음절 수를 일치하라

[중위 조건]
-- 입력 가사의 리듬과 Rhyme을 유지하라
-- 입력 가사의 단어의 음절과 강세, 발음을 고려하라
-- 입력 가사와 동일한 단어를 사용할 수는 있지만 남발해서는 안된다.

[하위 조건]
-- 발음하기 쉽고, 노래부르기에 적합하도록 작성하라


입력 가사: 한땐 너를 사랑했지만
네 곁에 있는 사랑이
너무 아름다워 보기 좋았었기에
잘 되길 바래왔는데
많은 축복에 둘러싸인
행복한 그 사람 곁에
이젠 네가 아닌 다른 그의 사랑이
또다시 날 아프게 해
미안해 너를 위해 기대어줄
가슴 밖에 빌려줄 수 없는 나인걸
슬퍼하는 너를 위해서
해줄게 남아 있다면
무엇이든 다 얘길 해주길 바래
나 기다리고 있을게
야윈 그대 안에 눈물이
마르는 그날이 오면
웃으며 다시 그댈 보내줄게요
사랑하니까
슬퍼하는 너를 위해서
해줄게 남아 있다면
무엇이든 다 얘길 해주길 바래
나 기다리고 있을게
야윈 그대 안에 눈물이
마르는 그날이 오면
웃으며 다시 그댈 보내줄게요
사랑하니까
 

상황 : 친한 나이든 형을 놀리는 상황

출력 가사: ","한땐 너도 튼실했지만
부실한 너의 하체가
네가 여자친구 없을 거란 짐작을
난 하게 되버렸는데
많은 지방에 둘러싸인
축 처진 너의 상체와
이젠 전혀 쓸 곳 없는 하체가
나 다시 맘 아프게 해
운동해 너를 위해 준비해 둔
쪼임이를 너의 다리 사이에 끼워
부실해진 너를 위해서
해야 할 운동 있다면
쪼임이로 확 쪼여보기를 바래
딱 하루 5분이면 돼
살찐 하체에 체지방이
마르는 그날이 오면
아마도 여자친구 생길 거예요
튼실하니까
만약 살 빼도 안 생기면
어쩌면 다른 이유가
있는 건 아닐지 돌아보길 바래
난 왠지 알 것 같은데
쪼임이도 소용없다면
남은 건 이제 하난데
하지만 그 말 만은 도저히 내가
말 못 하겠다
"
"조건에 맞추어서 입력 가사를 출력 가사로 재작성하라.
단, 상위 > 중위 > 하위 순으로 중요도가 존재한다.

[상위 조건]
-- 입력되는 상황에 어울리도록 작성하라
-- 입력 가사와 출력 가사의 리듬 및 음절 수를 일치하라

[중위 조건]
-- 입력 가사의 리듬과 Rhyme을 유지하라
-- 입력 가사의 단어의 음절과 강세, 발음을 고려하라
-- 입력 가사와 동일한 단어를 사용할 수는 있지만 남발해서는 안된다.

[하위 조건]
-- 발음하기 쉽고, 노래부르기에 적합하도록 작성하라


입력 가사: 다 알고 있어
네가 만났던 사람
난 한 번도 이길 수 없었어
성격도 안 맞고
싸운 기억뿐이라며
욕하면서 왜 못 잊는 거야
그 사람이 다 아물 만큼
이젠 내가 두 배로 잘 할 테니까
그만 아파도 돼
괜찮아 반만
난 더도 말고 반만
딱 그 사람의 반만
사랑해주면 돼
미안하지 않아도 돼
아직 네 눈에 보이는 그 사람을
다 모른 척해 줄 테니까
넌 그냥 내게 와주면 돼
가끔 내 앞에서
받지 않는 전화쯤은
얼마든지 참아줄 수 있어
그 사람이 가끔 보여도
내 옆에만 있어주면 괜찮아
이젠 행복해도 돼
괜찮아 반만
난 더도 말고 반만
딱 그 사람의 반만
사랑해주면 돼
미안하지 않아도 돼
아직 네 눈에 보이는 그 사람을
다 모른 척해 줄 테니까
 

상황 : 노래 가사를 음식 조리법으로 개사한 상황

출력 가사: ","김치 한 컵에
간 마늘 한 숟가락
국간장도 한 숟가락 넣고
꽃소금은 약간
식용유는 한 숟가락
고춧가루 두 숟가락 넣고
후춧가루는 기호에 따라
매운게 싫다면 생략해도 된데
이제 볶아볼까
김치에 두부
청양고추와 대파
채 썰은 양파 넣고
큰 불로 끓이면 돼
맛은 걱정 안해도 돼
백종원이 쓴 레시피 검색해서
그대로 베껴온 거니까
아참 설탕도 한 숟가락
라면 한 봉지와
200ml 흰우유에
적당하게 물도 부어주고
뚜껑 닫아놓고 끓이면
국물이 끓어넘칠 수 있으니
뚜껑 덮어놓지마
불세기 중불
끓이는 시간 4분
스프는 면 넣기 전에
치즈 넣는 건 센스
계란은 안 넣어도 돼
이것 저것 다 넣으면
되려 맛이 조잡해질 수 있으니까
"
"조건에 맞추어서 입력 가사를 출력 가사로 재작성하라.
단, 상위 > 중위 > 하위 순으로 중요도가 존재한다.

[상위 조건]
-- 입력되는 상황에 어울리도록 작성하라
-- 입력 가사와 출력 가사의 리듬 및 음절 수를 일치하라

[중위 조건]
-- 입력 가사의 리듬과 Rhyme을 유지하라
-- 입력 가사의 단어의 음절과 강세, 발음을 고려하라
-- 입력 가사와 동일한 단어를 사용할 수는 있지만 남발해서는 안된다.

[하위 조건]
-- 발음하기 쉽고, 노래부르기에 적합하도록 작성하라


입력 가사: 요즘 너무나 니가 낯설게 느껴져
어제는 전화도 한번 없었지
어디니 밥은 먹었냐고 묻는
상냥한 니 말 기다렸는데

아무 말도 없는 너를 보면 느껴
내가 알던 니가 맞는 건지
다른 사람 네게 생긴 건지
이제 더 이상 날 사랑하지 않니
우리 이별인 거니

왜 내가 싫어졌는지
내게 말해줄 순 없니
자꾸만 전화해서 귀찮아진 거니
아직도 난 너를 사랑하고 있는데
난 어떡해 난 어떡해

내가 뭘 잘못한 건지 왜 내가 싫증났는지
뭘 내가 잘못하고 있는 거라면
말해줄래?
너가 말하는 그 모습처럼 고칠게
다 고칠게 떠나지마

나는 아직도 니가 내 것만 같은데
오늘도 내게 전화를 걸어서
잘자라 오늘밤 꿈에서 보잔
달콤한 말 해 줄 것 같은데

왜 내가 싫어졌는지
내게 말해줄 순 없니
자꾸만 전화해서 귀찮아진 거니
아직도 난 너를 사랑하고 있는데
난 어떡해 난 어떡해

내가 뭘 잘못한 건지 왜 내가 싫증났는지
뭘 내가 잘못하고 있는 거라면
말해줄래?
너가 말하는 그 모습처럼 고칠게
다 고칠게

왜 그리 차가운 건지
예전의 니가 맞는지
너 전에 만나던 그 사람 때문이니
말해줄래?
너가 만나는 그 사람처럼 고칠게
다 고칠게 떠나지마
 

상황 : 자동차 정비소에 차를 맡기고 할인을 부탁하는 상황

출력 가사: ","요즘 너무나 차가 낯설게 느껴져
어제는 시동도 한 번 꺼졌지
오일은 언제 갈았냐고 묻는
상냥한 네 말 기다렸는데

아무 말도 없는 너를 보며 느껴
견적 많이 나왔을 거란 걸
많이 고장 난 건 아니곘지
차 바꿀 때가 돼버린 건지
겨우 4년 탔는데

왜 차가 고장 난 건지
내게 말해줄 순 없니
자꾸 일반유 넣어서 고장이 난 거니
아직도 난 할부 많이 남아 있는데
난 어떡해 난 어떡해

내가 뭘 잘못한 건지 왜 차가 고장 났는지
뭘 내가 잘못하고 있는 거라면
말해줄래?
지금 팔면 감가 너무 커서
못 팔아 좀 더 타게 점검해 줘

나는 아직도 그게 새찬 것 같은데
오늘도 샐프 세차장 데려가
융으로 정성스레 닦아내고
왁스칠까지 할 수 있는데

왜 차가 고장 난 건지
내게 말해줄 순 없니
급출발 자꾸 해서 고장이 난 거니
아직도 난 매달 할부금 내고 있는데
난 어떡해 난 어떡해

견적 얼마 나온 건지 현금 할인은 되는지
무이자 할부는 몇 개월 까지 되는지
말해줄래
기름값도 감당 못하는데 어떡해
난 어떡해

그럼 너무 감사한데
조금 더 빼줄 순 없니
딱 십만원만 더 빼줄 순 없는 거니
부탁할게
째째하게 굴지말고 진짜 이십만
딱 이십만 더 깎아줘
"
"조건에 맞추어서 입력 가사를 출력 가사로 재작성하라.
단, 상위 > 중위 > 하위 순으로 중요도가 존재한다.

[상위 조건]
-- 입력되는 상황에 어울리도록 작성하라
-- 입력 가사와 출력 가사의 리듬 및 음절 수를 일치하라

[중위 조건]
-- 입력 가사의 리듬과 Rhyme을 유지하라
-- 입력 가사의 단어의 음절과 강세, 발음을 고려하라
-- 입력 가사와 동일한 단어를 사용할 수는 있지만 남발해서는 안된다.

[하위 조건]
-- 발음하기 쉽고, 노래부르기에 적합하도록 작성하라


입력 가사: Somebody help me
고민 끝에
너 지금 뭐해?
톡을 보내고 난
뭐에 쓰인 건지
좀 잘생겨 보여 Yeah
살짝 웃는 모습마저
날 설레게 만들어
있잖아 내가 만약 너를 좋아한다면
어떨 것 같아?
부끄러운 설레임 감출수가 없는거야
있잖아 내맘 1분 1초
마치 1년처럼 조마조마해
자꾸만 이상해 요즘 왜
너만 보면 떨리는지
0과1 사이의 시간속 널 기다려
I want to tell you 세상 젤 예쁜
단어들만 골라 담아
내 맘 전하고파
있잖아 내가 만약 너를 좋아한다면
어떨 것 같아?
부끄러운 설레임 감출수가 없는거야
있잖아 내맘 1분 1초
마치 1년처럼 조마조마해
자꾸만 이상해 요즘 왜
너만 보면 떨리는지
0과1 사이의 시간속
있잖아 너를 향한 맘이
예전과는 많이
다른 것 같아
언제부터 너에게 나
길들여져 버린 거니
있잖아 두근대면서도
들켜 버리고픈
그런 맘 알아? (너 알아?)
좋아해 어느새 내 맘에
니가 스며들어왔어
모른 체하기엔 넌 깊게 번진 거야
 

상황 : 친구에게 돈을 빌리는 상황

출력 가사: ","Somebody help me
고민 끝에
너 돈좀 있어?
톡을 보내고 난
뭐에 쓸건데
저번에 줬잖아 Yeah
전에 돈 다 갚기 전엔
절대 안 빌려줄 거
있잖아 내가 만약 이자 많이 준다하면
어떨 것 같아?
얼마나 쳐줄건데 그럼 얘기가 다르지
있잖아 매월 1일마다
이자 2프로씩 송금해 줄게
부탁해 제발 좀 빌려줘
카톡 빨리 확인하란 말야
0과1 사이의 시간속 널 기다려
I want to tell you 생각해볼게
금리가 좀 낮아 보여
좀 더 올려줄래
있잖아 내가 만약 돈을 안 빌려준다면
어떨 것 같아?
매달 4프로라면 생각은 해볼 것 같아
양아치 고딩 일진들도
너보다는 훨씬 착할것 같애
4프로는 심했어 조금만
낮춰 3프로로 합의보자
0과1 사이의 시간속
이자를 조금 올려줄게
3.5프로로
더는 못 올려줘
언제부터 빌려주면 되니
계좌 불러보련
KB 000000-00-000000
니꺼니? 확실해? 보냈어 고맙지
혹시 대포통장 아니겠지
콩밥 먹고 싶지 않다면 꼭 갚아라
"
"조건에 맞추어서 입력 가사를 출력 가사로 재작성하라.
단, 상위 > 중위 > 하위 순으로 중요도가 존재한다.

[상위 조건]
-- 입력되는 상황에 어울리도록 작성하라
-- 입력 가사와 출력 가사의 리듬 및 음절 수를 일치하라

[중위 조건]
-- 입력 가사의 리듬과 Rhyme을 유지하라
-- 입력 가사의 단어의 음절과 강세, 발음을 고려하라
-- 입력 가사와 동일한 단어를 사용할 수는 있지만 남발해서는 안된다.

[하위 조건]
-- 발음하기 쉽고, 노래부르기에 적합하도록 작성하라


입력 가사: 그거 아세요?
저 모눈종이 샀어요
누워서 발로 박수치면 기분이 좋아져요 Oh
그거 아세요?
저 얼굴에 점 12개 있어요
할머니가 아빠 보고 도토리묵 가져가래요 Oh
집에 와서 양말 한 쪽만 벗으면
누리죠 두 가지 쾌락
저는 귤을 먹을 때 꼭 마지막 두 개 남겨두고
오른쪽 왼쪽 볼에 넣고 같이 씹는 습관있죠
문어 심장 세 개 우리 집 콘센트 13개
제가 제일 좋아하는 단어는 핑킹가위 입니다
그거 아세요
귤에 붙어 있는 하얀 거 이름은 귤락 입니다
찰떡아이스는 세 알 이었고
하와이안 피자는 캐나다에서 만들었죠
제가 또 계란을 기가 맥히게 삶습니다
우리 아빠 안경 썼어요
오늘 아침 쑥 캐고 옴
병뚜껑 톱니 갯수 스물 한 개
세계 규격으로 정해져 있죠
오늘 딸기 네 개 먹었어요
원래 다섯 개였는데 한 개는
딸기 씻어주신 어머니가 드셨죠
초코송이는 머리가 삐딱해서 귀여워요
갈비탕에 있는 당면은 싫어하지만
찜닭 당면은 좋아요
그거 아세요
저는 술 마시면 무릎 꿇고 샤워해요
블루베리 속살은 연두색
'머'라고는 표준어
리모컨이 어디간지 모르겠네요
엄마가 빨래 널래요
저는 어깨높이 달라요
저도 하나 말해볼게요
눈 앞에다 검지맡대고
먼 곳보면 소세지 생겨요
 

상황 : 돌아가신 아버지께 부르는 노래

출력 가사: ","그거 아세요?
저희는 잘 살고 있어요
누나는 벌써 시집가서 애가 둘이 있어요
그거 아세요?
집 바로 앞에 고속도로 났어요
다행인지 불행인지 저희 집만 안 밀렸어요
엄마는 이제 나이드셔 병원 자주 
가셔요 맘이 아파요
집에 오면 반갑다고 점프하며 짖어대던
당근이는 먼저 가서 뒤뜰에서 쉬고 있죠
전 아직도 제가 애인 것 같아요
아빠가 저 낳으실 때 나이보다 형이 됐지만
그거 아세요
무서워서 말 한마디도 붙여본 적 없었지만
저에겐 자랑스러운 아버지였고
누구보다 강한 책임감 있는 분이셨죠
다시 한번만 아빠를 볼 수 있다면
이 말을 꼭 하고 싶어요
걱정하지 마시라고요
아빤 항상 차는 아반때만 타고
다니셨죠 저는 몰랐어요
어른들은 그랜저를 타고 싶어 하신 단 걸
어려서 전 몰랐어요
크고 나서 알았죠
제가 커서 밥벌이도 못할까 봐 걱정했죠
매일 쉬지 않고 계속 노력하고 준비해서
일찍 자리 잡았죠
그거 아세요
제가 성공해서 돈을 많이 벌게 되면
아빠 차 사드리고 싶었어요
신형 제네시스로
왜 그리 빨리 가신지 모르겠어요
엄마가 보고 싶데요
이젠 들으실 수 없지만
저도 하나 말해볼게요
어른이란 삶의 무게를
저도 이젠 알 것만 같아요
"
"조건에 맞추어서 입력 가사를 출력 가사로 재작성하라.
단, 상위 > 중위 > 하위 순으로 중요도가 존재한다.

[상위 조건]
-- 입력되는 상황에 어울리도록 작성하라
-- 입력 가사와 출력 가사의 리듬 및 음절 수를 일치하라

[중위 조건]
-- 입력 가사의 리듬과 Rhyme을 유지하라
-- 입력 가사의 단어의 음절과 강세, 발음을 고려하라
-- 입력 가사와 동일한 단어를 사용할 수는 있지만 남발해서는 안된다.

[하위 조건]
-- 발음하기 쉽고, 노래부르기에 적합하도록 작성하라


입력 가사: 그림 같은 집이 뭐 별거겠어요
어느 곳이든 그대가 있다면
그게 그림이죠

나 그대가 있지만
힘든 세상이 아니라
힘든 세상 이지만
곁에 그대가 있음을 깨닫고
또 감사해요 또 기도해요
내 곁에서 변치 않고
영원하길 기도 드리죠

무려 우리 함께 눈뜨는 아침과
매일 그댈 만나 돌아오는 집 앞
나 만의 그대, 나의 그대,
내겐 사치라는걸

과분한 입맞춤에 취해 잠이 드는 일
그래 사치, 그댄 사치, 내겐 사치
 

상황 : 노래방의 리모컨을 훔쳐간 사람한테 경고한다

출력 가사: ","도둑이란 말이 뭐 별거겠어요
그저 이렇게 리모컨을 슬쩍
그게 도둑이죠

나 반주기는 있지만
리모컨이 고장나서
어디서 구해올까
집 앞 코인노래방에 들어가
슬쩍 해오자 안 들킬 거야
가방안에 꼭 꼭 숨겨
안 보이게 갖고 나오자

눈치 보이니까 노래는 몇 곡 하고
돌아오는 길에 가방안에 슬쩍
안 보일거야 못 볼거야
가방안에 숨겨가면

계단에 CCTV 절대 못볼거야
모를거야 못 볼거야 가방안에
"
"조건에 맞추어서 입력 가사를 출력 가사로 재작성하라.
단, 상위 > 중위 > 하위 순으로 중요도가 존재한다.

[상위 조건]
-- 입력되는 상황에 어울리도록 작성하라
-- 입력 가사와 출력 가사의 리듬 및 음절 수를 일치하라

[중위 조건]
-- 입력 가사의 리듬과 Rhyme을 유지하라
-- 입력 가사의 단어의 음절과 강세, 발음을 고려하라
-- 입력 가사와 동일한 단어를 사용할 수는 있지만 남발해서는 안된다.

[하위 조건]
-- 발음하기 쉽고, 노래부르기에 적합하도록 작성하라


입력 가사: 뭐하고 있었니 늦었지만
잠시 나올래
너의 집 골목에 있는
놀이터에 앉아 있어
친구들 만나서 오랜만에
술을 좀 했는데
자꾸만 니 얼굴 떠올라
무작정 달려왔어
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
눈물이 날만큼 원하고 있어
정말로 몰랐니
가끔 전화해 장난치듯
주말엔 뭐할거냐며
너의 관심 끌던 나를
그리고 한번씩 누나 주려 샀는데
너 그냥 준다고
생색 낸 선물도 너 때문에 산거야
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
진심이야 믿어줘
갑자기 이런 말 놀랐다면 미안해
부담이 되는게 당연해
이해해 널
하지만 내 고백도 이해해 주겠니 oh
지금 당장 대답하진마
나와 일주일만 사귀어줄래
후회없이 잘 해주고 싶은데
그 후에도 니가 싫다면
나 그때 포기할게
귀찮게 안할게 혼자 아플게
진심이야 너를 사랑하고 있어
 

상황 : 운동 좋아하는 친구에게 장난을 친다

출력 가사: ","뭐하고 있었니 쇠질하러
잠시 나올래
너네짐 벤치에 앉아
대흉근 조지고 있어
헬창들 만나서 오랜만에
쇠질 좀 했는데
자꾸만 뻥삥이 올라와
자랑 좀 하러 왔어
이 몸 봐주겠니
요즘 난 미친 헬창처럼
맨날 쇠질해
대책없이 몸이 점점 좋아져
아냐 안 쉬었어 진짜야
열 세트 채웠어
근손실 날 만큼 쇠질하고 있어
정말로 몰랐니
가끔 자세 좀 봐달라고
식단 좀 알려달라며
너의 관심 끌던 나를
그리고 한 번씩
나 먹으러 샀는데 너 그냥 준다고
생색 낸 부스터도 너 때문에 산거야
이 맘 모르겠니
요즘 난 로무새들처럼
네몸 의심해
내추럴로 그게 가능한 건지
아냐 안 꽂았어 진짜야
난 정말 내추럴
진심이야 믿어줘
정말로 꽂은 게 아니라면 미안해
의심을 하는 게 당연해 이해해줘
헬린이들 마음도 이해해 주겠니 oh
지금 당장 대답하진마
운동 일주일만 가르쳐 줄래
약물 없이 키워보고 싶은데
그 후에도 근육 안 크면
나 그때 포기할게
귀찮게 안할게 혼자 키울게
쩨쩨하게 굴지 말고 좀 알려줘
"
"조건에 맞추어서 입력 가사를 출력 가사로 재작성하라.
단, 상위 > 중위 > 하위 순으로 중요도가 존재한다.

[상위 조건]
-- 입력되는 상황에 어울리도록 작성하라
-- 입력 가사와 출력 가사의 리듬 및 음절 수를 일치하라

[중위 조건]
-- 입력 가사의 리듬과 Rhyme을 유지하라
-- 입력 가사의 단어의 음절과 강세, 발음을 고려하라
-- 입력 가사와 동일한 단어를 사용할 수는 있지만 남발해서는 안된다.

[하위 조건]
-- 발음하기 쉽고, 노래부르기에 적합하도록 작성하라


입력 가사: 헤어지자고 말하려 오늘
너에게 가다가 우리 추억 생각해 봤어
처음 본 네 얼굴
마주친 눈동자
가까스로 본 너의 그 미소들
손을 잡고 늘 걷던 거리에
첫눈을 보다가 문득 고백했던 그 순간
가보고 싶었던 식당
난생처음 준비한 선물
고맙다는 너의 그 눈물들이
바뀔까 봐 두려워
그대 먼저 헤어지자 말해요
나는 사실 그대에게 좋은 사람이 아녜요
그대 이제 날 떠난다 말해요
잠시라도 이 행복을 느껴서 고마웠다고
시간이 지나고 나면 나는
어쩔 수 없을 걸 문득 너의 사진 보겠지
새로 사귄 친구 함께
웃음 띤 네 얼굴 보면
말할 수 없을 묘한 감정들이
힘들단 걸 알지만
그대 먼저 헤어지자 말해요
나는 사실 그대에게 좋은 사람이 아녜요
그대 이제 날 떠난다 말해요
잠시라도 이 행복을 느껴서 고마웠다고
한 번은 널 볼 수 있을까
이기적인 거 나도 잘 알아
그땐 그럴 수밖에 없던
어린 내게 한 번만 더 기회를 주길
그댈 정말 사랑했다 말해요
나는 사실 그대에게 좋은 사람이 되고 싶었어
영영 다신 못 본다 해도
그댈 위한 이 노래가 당신을 영원히 사랑할 테니
 

상황 : 더치페이 하지않는 여자친구에게 말한다

출력 가사: ","헤어지자고 말하려 오늘
너에게 사줬던 선물들을 생각해 봤어
처음 사줬었던 반지
오늘 들고나온 가방
아직까지 할부 남은 선물들
손을 잡고 들어온 가게에
가격표 보다가 문득 아찔했던 그 순간
공하나 오타 난 건가
난생처음 구경한 가격
고맙다며 오늘도 네가 계산
안 할까봐 두려워
그대 먼저 계산한다 말해요
나는 사실 돈이 많은 그런 사람이 아녜요
그대 이제 날 떠난다 말해요
잠시라도 예쁜 여자 만나서 행복했다고
계산을 할 때쯤 되면 너는
자연스럽게 분명 또 화장실을 가겠지
남길게 뻔한데 자꾸
또 추가하는 널 보면
부담되는 티 내면 많이 없어
보인단 걸 알지만
그럴 거면 네가 산다 말해요
나는 사실 돈이 많은 그런 사람이 아녜요
그대 이제 날 떠난다 말해요
헤어지는 이 마당에 딱 한번 만이라도 나
얻어 먹어 볼 수 있을까
없어 보이는 거 나도 잘 알아
근데 그럴 수 밖에 카드
할부 미납 연체돼서 신불자 됐지
그대 정말 오늘것만 내줘요
나는 사실 먹고 싶은 메뉴도 맘대로 못 시켰어
신용 다시 올린다 해도
이미 사준 샤넬백은 당신이 영원히 소유할 테니
"
"조건에 맞추어서 입력 가사를 출력 가사로 재작성하라.
단, 상위 > 중위 > 하위 순으로 중요도가 존재한다.

[상위 조건]
-- 입력되는 상황에 어울리도록 작성하라
-- 입력 가사와 출력 가사의 리듬 및 음절 수를 일치하라

[중위 조건]
-- 입력 가사의 리듬과 Rhyme을 유지하라
-- 입력 가사의 단어의 음절과 강세, 발음을 고려하라
-- 입력 가사와 동일한 단어를 사용할 수는 있지만 남발해서는 안된다.

[하위 조건]
-- 발음하기 쉽고, 노래부르기에 적합하도록 작성하라


입력 가사: 이젠 눈물 그쳐 나를 봐요
우는 그대 더 아름다워
내게 이 모습조차 더 남지 않도록
그냥 고개 돌려요
그저 미안한 마음뿐이죠
그댈 위해 해줄 게 없어
모두 이해할게요 그댈 아끼는 맘
그분들도 같을 거란 걸
한참 동안을 비틀거렸죠
그댈 사랑했던 그만큼
떠나가요 아주 먼 곳으로
그대 소식 내게 올 수 없을 그만큼
다 잊어요 내겐 마지막이 될
사람도 모두 다 버려두고 갈게요
나를 위해 많이 애썼단 걸
알고 있죠 난 감사해요
허나 이룰 수 없는 건 어쩔 수 없죠
내가 용기 낼게요 이젠
죽는 날까지 사랑한대도
가질 수 없는 그대인걸
떠나가요 아주 먼 곳으로
그대 소식 내게 올 수 없을 그만큼
다 잊어요 내겐 마지막이 될
사람도 모두 다 버려두고 갈게요
떠나가요 아주 먼 곳으로
그대 소식 내게 올 수 없을 그만큼
혹시라도 내가 그리울 때면
세상에 내가 없다고 믿어요
 

상황 : 가맥 축제에 가수로 섭외되어 유쾌하게 노래부른다.

출력 가사: ","오늘 남자끼리 오신 분들
설마 그런 분들 없겠죠
설령 있다고 해도 집 가기 전까지
헌팅 한번 해봐요
지금 무슨 상황인가 싶죠
저도 이게 뭔가 싶어요
주최 측 요청으로 오프닝 한 곡만
가사 지어내 부를게요
한참 동안을 비틀거렸죠
결국 한 명도 못 꼬시고
더 마셔요 안주 더 시키고
헌팅 전에 테이블을 가득 채워요
세팅하고 다시 해도 안되면
그건요 그냥 네가 안 생길 상이야
오늘 당일 생산된 맥주를
마실 수 있는 곳은 없죠
허나 전주로 오면 오늘 만든 테라
실컷 마시고 갈 수 있죠
가맥 축제인데 남자끼리만
그건 너무 슬픈 일이죠
잔 들어요 바로 원샷 해요
내일 출근 걱정 말고 그냥 짠해요
혹시라도 내일 술이 안 깨면
콩나물국밥 한 그릇 때려주세요
내년에도 다시 불러줘요
지금보다 유명해져 다시 올게요
남자끼리 오신 분들 내년엔
여친과 함께 오시길 빌어요
"
